date;RealP1;RealP2;RealP3;AppP1;AppP2;AppP3;Irms1;Irms2;Irms3;Vrms1;Vrms2;Vrms3;PowerF1;PowerF2;PowerF3;Appareil
2019-08-03T13:33:03.749Z;-3.12;41.93;1043.27;-3.12;72.80;1133.08;0.20;0.28;4.33;261.78;262.92;261.95;0.058;0.563;0.921;Climatiseur1
2019-08-03T13:33:05.804Z;-3.84;36.34;1050.58;-3.84;62.63;1139.19;0.19;0.24;4.34;261.25;262.37;262.63;0.059;0.575;0.922;Climatiseur1
2019-08-03T13:33:07.857Z;-2.29;38.79;1052.41;-2.29;61.62;1141.19;0.17;0.24;4.34;261.85;261.79;262.70;0.046;0.617;0.922;Climatiseur1
2019-08-03T13:33:09.912Z;-4.07;36.96;1053.50;-4.07;66.69;1141.47;0.18;0.26;4.35;262.39;261.26;262.43;0.083;0.540;0.922;Climatiseur1
2019-08-03T13:33:11.967Z;-5.30;35.94;1043.76;-5.30;64.89;1134.04;0.20;0.25;4.34;262.62;261.94;261.28;0.097;0.539;0.920;Climatiseur1
2019-08-03T13:33:14.022Z;-8.74;37.76;1042.01;-8.74;68.70;1130.56;0.20;0.26;4.33;262.03;262.90;260.92;0.151;0.539;0.922;Climatiseur1
2019-08-03T13:33:16.076Z;-8.62;45.44;1050.88;-8.62;75.25;1139.15;0.17;0.29;4.35;261.11;262.96;261.87;0.184;0.598;0.922;Climatiseur1
2019-08-03T13:33:18.131Z;0.06;38.88;1059.02;0.06;64.24;1147.68;0.18;0.25;4.37;260.83;261.91;262.69;0.000;0.592;0.923;Climatiseur1
2019-08-03T13:33:20.186Z;-5.43;36.11;1053.45;-5.43;65.94;1141.02;0.17;0.25;4.35;262.90;261.25;262.20;0.111;0.546;0.923;Climatiseur1
2019-08-03T13:33:22.242Z;-5.21;38.85;1048.94;-5.21;62.70;1136.54;0.17;0.24;4.35;262.59;261.62;261.55;0.114;0.606;0.922;Climatiseur1
2019-08-03T13:33:24.297Z;-3.77;39.29;1047.37;-3.77;70.32;1136.26;0.17;0.27;4.36;262.34;262.71;260.90;0.067;0.555;0.921;Climatiseur1
2019-08-03T13:33:26.352Z;-5.30;34.55;1053.03;-5.30;64.75;1142.37;0.19;0.25;4.37;261.42;262.64;261.52;0.102;0.525;0.922;Climatiseur1
2019-08-03T13:33:28.407Z;-2.68;38.80;1070.94;-2.68;80.28;1159.14;0.17;0.31;4.41;261.09;262.00;262.70;0.044;0.473;0.923;Climatiseur1
2019-08-03T13:33:30.462Z;-8.64;37.28;1073.21;-8.64;68.60;1160.46;0.18;0.26;4.42;261.95;261.62;262.67;0.167;0.539;0.925;Climatiseur1
2019-08-03T13:33:32.516Z;-8.12;39.38;1069.71;-8.12;62.74;1156.87;0.17;0.24;4.42;262.62;260.83;261.92;0.178;0.622;0.924;Climatiseur1
2019-08-03T13:33:34.572Z;-3.21;40.31;1064.49;-3.21;71.60;1152.90;0.18;0.27;4.41;262.95;261.47;261.45;0.064;0.559;0.923;Climatiseur1
2019-08-03T13:33:36.627Z;-8.01;44.42;1059.87;-8.01;72.50;1149.40;0.22;0.28;4.40;262.18;262.73;261.01;0.141;0.607;0.921;Climatiseur1
2019-08-03T13:33:38.683Z;-5.80;36.63;1070.84;-5.80;65.07;1159.58;0.17;0.25;4.43;261.64;262.71;261.93;0.112;0.553;0.923;Climatiseur1
2019-08-03T13:33:40.740Z;-5.46;42.01;1082.92;-5.46;68.33;1170.37;0.17;0.26;4.46;261.06;262.19;262.35;0.111;0.615;0.924;Climatiseur1
2019-08-03T13:33:42.796Z;-4.20;36.51;1086.11;-4.20;64.31;1171.31;0.19;0.25;4.46;261.35;261.35;262.62;0.082;0.560;0.927;Climatiseur1
2019-08-03T13:33:44.850Z;-6.25;38.72;1080.83;-6.25;65.25;1168.11;0.16;0.25;4.45;262.66;261.48;262.28;0.140;0.582;0.925;Climatiseur1
2019-08-03T13:33:46.907Z;-6.62;37.65;1075.74;-6.62;62.65;1164.58;0.20;0.24;4.47;262.22;262.25;260.75;0.116;0.591;0.923;Climatiseur1
2019-08-03T13:33:48.960Z;-8.03;37.12;1090.90;-8.03;65.68;1175.60;0.20;0.25;4.49;261.47;262.57;262.01;0.156;0.563;0.927;Climatiseur1
2019-08-03T13:33:51.015Z;-6.66;37.59;1095.13;-6.66;61.96;1182.35;0.18;0.24;4.50;261.30;261.27;262.97;0.127;0.597;0.926;Climatiseur1
2019-08-03T13:33:53.071Z;-5.68;38.11;1083.98;-5.68;71.22;1171.71;0.18;0.27;4.47;262.62;261.25;262.08;0.106;0.534;0.924;Climatiseur1
2019-08-03T13:33:55.123Z;-4.45;36.97;1081.98;-4.45;63.32;1170.52;0.20;0.24;4.48;262.19;262.64;261.22;0.078;0.569;0.924;Climatiseur1
2019-08-03T13:33:57.179Z;-9.48;35.51;1090.24;-9.48;69.28;1176.01;0.19;0.26;4.49;261.24;262.57;262.15;0.178;0.505;0.927;Climatiseur1
2019-08-03T13:33:59.233Z;-7.80;33.46;1094.46;-7.80;64.23;1183.30;0.18;0.25;4.50;261.58;261.79;263.05;0.152;0.514;0.925;Climatiseur1
2019-08-03T13:34:01.288Z;-4.09;35.55;1093.33;-4.09;68.49;1179.70;0.16;0.26;4.50;262.57;261.46;262.08;0.098;0.511;0.927;Climatiseur1
2019-08-03T13:34:03.344Z;-3.38;38.78;1087.14;-3.38;66.82;1174.75;0.17;0.25;4.50;262.68;262.29;261.15;0.068;0.569;0.925;Climatiseur1
2019-08-03T13:34:05.399Z;-8.07;37.13;1087.67;-8.07;74.81;1174.18;0.20;0.28;4.49;261.75;262.95;261.57;0.156;0.495;0.926;Climatiseur1
2019-08-03T13:34:07.455Z;-5.80;36.24;1103.18;-5.80;69.14;1190.87;0.18;0.26;4.53;261.28;262.13;262.94;0.108;0.521;0.926;Climatiseur1
2019-08-03T13:34:09.509Z;-5.91;40.72;1092.24;-5.91;67.05;1177.11;0.19;0.26;4.49;262.64;261.64;262.27;0.100;0.597;0.928;Climatiseur1
2019-08-03T13:34:11.564Z;-8.04;37.71;1084.59;-8.04;61.37;1172.76;0.18;0.23;4.49;262.17;262.20;261.16;0.174;0.603;0.924;Climatiseur1
2019-08-03T13:34:13.619Z;-5.92;42.77;1102.56;-5.92;73.02;1188.34;0.14;0.28;4.52;261.32;262.64;262.66;0.136;0.575;0.927;Climatiseur1
2019-08-03T13:34:15.673Z;-9.01;40.67;1099.01;-9.01;64.60;1185.01;0.19;0.25;4.51;262.14;261.40;262.87;0.178;0.619;0.927;Climatiseur1
2019-08-03T13:34:17.729Z;-6.87;36.47;1091.00;-6.87;61.63;1179.26;0.18;0.24;4.51;262.87;261.45;261.59;0.126;0.584;0.925;Climatiseur1
2019-08-03T13:34:19.784Z;-5.39;36.41;1090.40;-5.39;67.20;1178.31;0.19;0.26;4.51;262.60;262.06;261.24;0.101;0.536;0.925;Climatiseur1
2019-08-03T13:34:21.841Z;-8.89;36.50;1092.17;-8.89;67.91;1179.66;0.18;0.26;4.51;261.34;262.73;261.83;0.173;0.530;0.926;Climatiseur1
2019-08-03T13:34:23.898Z;-4.50;36.86;1102.34;-4.50;67.52;1190.13;0.20;0.26;4.53;261.97;261.63;262.65;0.077;0.533;0.926;Climatiseur1
2019-08-03T13:34:25.951Z;-4.90;35.43;1094.17;-4.90;63.63;1179.50;0.19;0.24;4.51;262.44;261.23;261.78;0.081;0.550;0.928;Climatiseur1
2019-08-03T13:34:28.004Z;-5.51;39.05;1081.06;-5.51;69.51;1168.98;0.26;0.26;4.48;261.96;262.43;261.20;0.072;0.561;0.925;Climatiseur1
2019-08-03T13:34:30.059Z;-6.44;39.38;1088.73;-6.44;63.61;1175.93;0.18;0.24;4.49;261.45;262.48;261.85;0.125;0.613;0.925;Climatiseur1
2019-08-03T13:34:32.114Z;-6.69;36.69;1090.11;-6.69;65.61;1175.36;0.16;0.25;4.48;261.46;261.39;262.49;0.140;0.549;0.927;Climatiseur1
2019-08-03T13:34:34.169Z;-6.79;37.37;1081.88;-6.79;62.53;1167.92;0.18;0.24;4.46;262.92;262.09;261.82;0.125;0.592;0.926;Climatiseur1
2019-08-03T13:34:36.225Z;-4.73;36.72;1079.16;-4.73;60.32;1167.22;0.16;0.23;4.46;261.78;262.57;261.43;0.094;0.597;0.924;Climatiseur1
2019-08-03T13:34:38.283Z;-7.17;42.45;1093.14;-7.17;70.26;1179.02;0.16;0.27;4.49;261.32;261.93;262.44;0.166;0.598;0.927;Climatiseur1
2019-08-03T13:34:40.335Z;-5.54;37.59;1083.31;-5.54;65.85;1169.40;0.16;0.25;4.46;262.57;261.52;262.00;0.120;0.562;0.926;Climatiseur1
2019-08-03T13:34:42.390Z;-4.19;40.74;1073.82;-4.19;68.02;1161.00;0.16;0.26;4.44;262.23;262.14;261.20;0.092;0.588;0.924;Climatiseur1
2019-08-03T13:34:44.444Z;-7.86;42.24;1082.69;-7.86;62.20;1169.22;0.19;0.24;4.46;261.45;262.74;261.90;0.140;0.675;0.925;Climatiseur1
2019-08-03T13:34:46.500Z;-2.64;41.04;1087.81;-2.64;71.47;1173.70;0.15;0.27;4.47;261.23;261.98;262.85;0.051;0.574;0.926;Climatiseur1
2019-08-03T13:34:48.555Z;-7.29;38.71;1079.86;-7.29;65.66;1167.18;0.17;0.25;4.45;262.37;261.39;262.34;0.154;0.579;0.924;Climatiseur1
2019-08-03T13:34:50.610Z;-3.59;35.73;1075.43;-3.59;63.84;1162.28;0.19;0.24;4.45;262.50;261.45;261.46;0.059;0.548;0.925;Climatiseur1
2019-08-03T13:34:52.665Z;-9.57;39.58;1067.73;-9.57;62.83;1155.54;0.20;0.24;4.43;262.06;262.70;261.03;0.175;0.621;0.923;Climatiseur1
2019-08-03T13:34:54.720Z;-3.85;39.37;1074.08;-3.85;69.28;1161.23;0.15;0.26;4.43;261.29;262.51;262.05;0.075;0.563;0.925;Climatiseur1
2019-08-03T13:34:56.776Z;-3.03;38.17;1075.88;-3.03;67.88;1162.00;0.17;0.26;4.43;261.78;261.22;262.37;0.068;0.560;0.925;Climatiseur1
2019-08-03T13:34:58.830Z;-8.78;41.47;1070.17;-8.78;67.53;1157.82;0.17;0.26;4.42;262.77;261.63;261.82;0.177;0.607;0.924;Climatiseur1
2019-08-03T13:35:00.885Z;-2.09;36.02;1057.09;-2.09;64.13;1145.09;0.19;0.24;4.39;262.05;262.33;260.87;0.041;0.561;0.923;Climatiseur1
2019-08-03T13:35:02.939Z;-9.13;37.28;1066.80;-9.13;61.87;1155.17;0.19;0.24;4.40;261.34;262.63;262.34;0.186;0.598;0.923;Climatiseur1
2019-08-03T13:35:04.994Z;-8.46;38.39;1067.58;-8.46;68.41;1157.04;0.16;0.26;4.41;261.46;261.29;262.60;0.192;0.556;0.922;Climatiseur1
2019-08-03T13:35:07.049Z;-6.76;36.66;1062.40;-6.76;61.38;1149.97;0.21;0.24;4.40;262.66;261.18;261.53;0.111;0.586;0.924;Climatiseur1
2019-08-03T13:35:09.105Z;-3.50;36.46;1051.76;-3.50;67.05;1138.76;0.17;0.26;4.36;262.39;262.43;260.89;0.065;0.537;0.923;Climatiseur1
2019-08-03T13:35:11.159Z;-5.49;37.43;1057.14;-5.49;66.79;1145.93;0.19;0.25;4.38;261.13;262.10;261.72;0.103;0.554;0.922;Climatiseur1
2019-08-03T13:35:13.213Z;-7.72;36.99;1060.04;-7.72;64.77;1148.64;0.20;0.25;4.38;261.64;261.56;262.53;0.133;0.556;0.923;Climatiseur1
2019-08-03T13:35:15.268Z;-6.68;37.40;1054.38;-6.68;65.37;1142.51;0.17;0.25;4.36;263.11;261.63;262.17;0.131;0.566;0.923;Climatiseur1
2019-08-03T13:35:17.323Z;-6.84;40.26;1050.75;-6.84;64.78;1140.44;0.18;0.25;4.37;262.26;261.97;261.02;0.124;0.617;0.921;Climatiseur1
2019-08-03T13:35:19.378Z;-5.88;34.70;1051.13;-5.88;65.08;1139.19;0.18;0.25;4.36;260.73;262.76;261.51;0.105;0.522;0.923;Climatiseur1
2019-08-03T13:35:21.433Z;-3.69;38.89;1062.39;-3.69;64.59;1149.62;0.17;0.25;4.38;261.30;261.46;262.46;0.068;0.588;0.924;Climatiseur1
2019-08-03T13:35:23.488Z;-12.22;39.19;1064.79;-12.22;63.45;1151.42;0.20;0.24;4.39;262.28;261.16;262.28;0.223;0.615;0.924;Climatiseur1
2019-08-03T13:35:25.543Z;-3.41;38.81;1057.61;-3.41;66.62;1146.72;0.18;0.25;4.39;262.37;261.57;261.13;0.063;0.570;0.922;Climatiseur1
2019-08-03T13:35:27.598Z;-3.46;38.90;1060.68;-3.46;84.83;1149.23;0.19;0.32;4.39;261.84;262.84;261.66;0.062;0.448;0.922;Climatiseur1
2019-08-03T13:35:29.652Z;-7.96;42.68;1077.98;-7.96;67.74;1164.36;0.17;0.26;4.44;261.33;261.89;262.49;0.155;0.620;0.925;Climatiseur1
2019-08-03T13:35:31.707Z;-6.25;35.32;1078.75;-6.25;60.32;1165.62;0.17;0.23;4.44;262.17;261.00;262.49;0.138;0.580;0.925;Climatiseur1
2019-08-03T13:35:33.763Z;-8.84;35.31;1076.45;-8.84;55.93;1163.73;0.16;0.21;4.45;262.70;261.07;261.79;0.185;0.626;0.925;Climatiseur1
2019-08-03T13:35:35.818Z;-4.03;37.00;1074.15;-4.03;62.07;1160.88;0.15;0.24;4.44;262.47;262.40;261.24;0.101;0.580;0.925;Climatiseur1
2019-08-03T13:35:37.873Z;-2.72;40.69;1077.15;-2.72;73.48;1164.75;0.17;0.28;4.45;261.19;262.70;261.81;0.044;0.544;0.925;Climatiseur1
2019-08-03T13:35:39.928Z;-3.25;36.83;1084.86;-3.25;63.68;1171.64;0.20;0.24;4.46;261.11;262.01;262.82;0.057;0.565;0.925;Climatiseur1
2019-08-03T13:35:41.983Z;-3.21;43.44;1084.67;-3.21;77.99;1170.94;0.16;0.30;4.46;262.25;261.17;262.28;0.073;0.551;0.926;Climatiseur1
2019-08-03T13:35:44.038Z;-6.52;38.98;1075.12;-6.52;68.36;1161.15;0.19;0.26;4.44;262.13;261.58;261.29;0.118;0.556;0.926;Climatiseur1
2019-08-03T13:35:46.093Z;-5.92;39.04;1076.16;-5.92;60.79;1164.52;0.21;0.23;4.45;261.44;262.73;261.44;0.092;0.642;0.924;Climatiseur1
2019-08-03T13:35:48.147Z;-7.85;37.36;1085.66;-7.85;66.23;1172.07;0.22;0.25;4.47;261.18;261.78;262.41;0.124;0.559;0.926;Climatiseur1
2019-08-03T13:35:50.201Z;-6.96;37.82;1091.47;-6.96;66.59;1176.04;0.17;0.26;4.48;262.32;261.14;262.38;0.137;0.556;0.928;Climatiseur1
2019-08-03T13:35:52.256Z;-3.92;40.54;1080.07;-3.92;69.95;1168.62;0.19;0.27;4.48;262.78;261.83;261.06;0.062;0.572;0.924;Climatiseur1
2019-08-03T13:35:54.310Z;-5.33;40.36;1082.93;-5.33;66.18;1171.34;0.16;0.25;4.48;261.45;262.33;261.22;0.116;0.604;0.924;Climatiseur1
2019-08-03T13:35:56.366Z;-6.84;36.80;1092.66;-6.84;64.53;1177.86;0.20;0.25;4.48;261.49;262.00;262.72;0.113;0.558;0.927;Climatiseur1
2019-08-03T13:35:58.420Z;-7.88;39.87;1085.72;-7.88;62.67;1171.83;0.19;0.24;4.48;262.52;261.41;261.57;0.141;0.622;0.926;Climatiseur1
2019-08-03T13:36:00.474Z;-11.48;37.59;1074.27;-11.48;63.39;1163.45;0.21;0.24;4.46;262.05;262.16;260.99;0.196;0.584;0.923;Climatiseur1
2019-08-03T13:36:02.530Z;-7.51;40.44;1086.75;-7.51;69.19;1173.13;0.20;0.26;4.48;261.25;262.69;262.04;0.132;0.578;0.926;Climatiseur1
2019-08-03T13:36:04.584Z;-8.89;43.76;1090.11;-8.89;68.15;1175.69;0.20;0.26;4.47;261.35;261.02;262.78;0.154;0.631;0.927;Climatiseur1
2019-08-03T13:36:06.638Z;-5.19;36.40;1085.41;-5.19;65.35;1171.27;0.22;0.25;4.48;262.70;261.34;261.57;0.087;0.551;0.926;Climatiseur1
2019-08-03T13:36:08.692Z;-7.14;38.60;1085.77;-7.14;67.81;1172.15;0.18;0.26;4.49;261.73;262.75;261.03;0.149;0.560;0.926;Climatiseur1
2019-08-03T13:36:10.747Z;-6.73;37.52;1101.61;-6.73;68.64;1187.75;0.19;0.26;4.52;261.14;261.84;262.66;0.123;0.539;0.927;Climatiseur1
2019-08-03T13:36:12.802Z;-5.52;36.12;1100.12;-5.52;63.27;1183.62;0.19;0.24;4.51;262.34;260.92;262.23;0.099;0.569;0.929;Climatiseur1
2019-08-03T13:36:14.856Z;-7.23;40.57;1089.19;-7.23;63.78;1175.63;0.19;0.24;4.50;262.38;261.75;261.36;0.142;0.627;0.926;Climatiseur1
2019-08-03T13:36:16.911Z;-8.89;38.39;1087.76;-8.89;73.86;1175.99;0.19;0.28;4.49;261.69;262.87;261.81;0.165;0.515;0.924;Climatiseur1
2019-08-03T13:36:18.965Z;-8.12;33.40;1096.00;-8.12;63.16;1182.84;0.20;0.24;4.50;261.33;261.88;262.66;0.153;0.523;0.926;Climatiseur1
2019-08-03T13:36:21.020Z;-8.24;38.41;1092.02;-8.24;65.67;1177.82;0.22;0.25;4.50;262.77;261.08;261.86;0.139;0.579;0.927;Climatiseur1
2019-08-03T13:36:23.075Z;-10.20;36.20;1081.61;-10.20;72.87;1168.89;0.19;0.28;4.48;262.09;262.14;260.76;0.200;0.494;0.925;Climatiseur1
2019-08-03T13:36:25.130Z;-4.36;38.50;1086.13;-4.36;62.53;1173.37;0.18;0.24;4.49;260.77;262.11;261.24;0.086;0.608;0.926;Climatiseur1
2019-08-03T13:36:27.184Z;-4.03;37.38;1102.47;-4.03;64.04;1188.99;0.21;0.24;4.53;261.44;261.69;262.71;0.072;0.578;0.927;Climatiseur1
2019-08-03T13:36:29.241Z;-4.87;40.01;1097.46;-4.87;66.26;1184.57;0.16;0.25;4.52;262.27;260.96;261.96;0.096;0.604;0.926;Climatiseur1
2019-08-03T13:36:31.294Z;-5.52;42.51;1090.78;-5.52;70.17;1178.61;0.16;0.27;4.51;262.67;261.96;261.32;0.118;0.599;0.925;Climatiseur1
2019-08-03T13:36:33.348Z;-9.09;39.41;1086.26;-9.09;65.67;1173.41;0.20;0.25;4.49;261.50;262.58;261.11;0.170;0.594;0.926;Climatiseur1
2019-08-03T13:36:35.402Z;-8.72;40.66;1103.21;-8.72;69.87;1186.54;0.18;0.27;4.52;260.84;262.04;262.63;0.167;0.573;0.930;Climatiseur1
2019-08-03T13:36:37.456Z;-6.44;37.05;1094.53;-6.44;62.52;1179.77;0.18;0.24;4.50;262.30;260.82;261.90;0.126;0.592;0.927;Climatiseur1
2019-08-03T13:36:39.511Z;-4.61;34.84;1091.59;-4.61;60.59;1177.54;0.19;0.23;4.51;262.31;262.04;260.98;0.082;0.561;0.927;Climatiseur1
2019-08-03T13:36:41.565Z;-3.39;39.17;1087.99;-3.39;65.97;1174.61;0.19;0.25;4.49;261.44;262.51;261.49;0.059;0.591;0.925;Climatiseur1
2019-08-03T13:36:43.620Z;-5.37;36.48;1095.34;-5.37;66.20;1182.12;0.18;0.25;4.50;261.17;262.04;262.58;0.105;0.544;0.926;Climatiseur1
2019-08-03T13:36:45.674Z;-4.50;40.14;1102.38;-4.50;66.21;1186.35;0.19;0.25;4.52;261.70;261.52;262.62;0.080;0.604;0.929;Climatiseur1
2019-08-03T13:36:47.729Z;-5.12;42.72;1084.69;-5.12;66.46;1172.89;0.16;0.25;4.48;262.48;261.04;261.63;0.117;0.632;0.924;Climatiseur1
2019-08-03T13:36:49.785Z;-11.16;42.63;1081.33;-11.16;68.94;1168.04;0.20;0.26;4.48;262.43;262.51;260.69;0.214;0.609;0.925;Climatiseur1
2019-08-03T13:36:51.839Z;-5.05;39.10;1081.45;-5.05;67.32;1170.33;0.19;0.26;4.48;261.73;262.33;261.19;0.100;0.579;0.924;Climatiseur1
2019-08-03T13:36:53.894Z;-6.49;40.23;1088.82;-6.49;71.57;1174.46;0.17;0.27;4.48;261.02;262.23;262.05;0.136;0.559;0.926;Climatiseur1
2019-08-03T13:36:55.950Z;-5.34;35.54;1097.73;-5.34;69.13;1185.18;0.17;0.26;4.51;261.26;261.28;262.97;0.116;0.506;0.926;Climatiseur1
2019-08-03T13:36:58.004Z;-5.36;36.78;1090.20;-5.36;68.25;1174.81;0.20;0.26;4.49;262.47;261.26;261.71;0.097;0.527;0.928;Climatiseur1
2019-08-03T13:37:00.058Z;-10.68;39.96;1079.45;-10.68;68.02;1167.75;0.20;0.26;4.47;262.52;261.83;261.10;0.190;0.573;0.924;Climatiseur1
2019-08-03T13:37:02.113Z;-7.04;34.15;1079.64;-7.04;65.04;1165.14;0.20;0.25;4.46;261.03;262.33;260.98;0.135;0.523;0.926;Climatiseur1
2019-08-03T13:37:04.168Z;-5.86;38.15;1091.10;-5.86;65.23;1176.99;0.17;0.25;4.49;261.27;261.85;262.18;0.111;0.583;0.927;Climatiseur1
2019-08-03T13:37:06.223Z;-6.37;37.20;1094.65;-6.37;64.28;1181.71;0.20;0.25;4.50;261.80;261.12;262.50;0.114;0.576;0.926;Climatiseur1
2019-08-03T13:37:08.276Z;-9.71;42.40;1084.97;-9.71;70.56;1170.03;0.17;0.27;4.48;262.88;261.60;261.23;0.201;0.595;0.926;Climatiseur1
2019-08-03T13:37:10.331Z;-5.74;37.26;1079.77;-5.74;68.65;1167.95;0.20;0.26;4.47;261.60;262.84;261.10;0.097;0.539;0.924;Climatiseur1
2019-08-03T13:37:12.386Z;-6.49;38.23;1096.60;-6.49;64.89;1183.01;0.18;0.25;4.50;260.98;262.42;262.70;0.126;0.586;0.926;Climatiseur1
2019-08-03T13:37:14.442Z;-6.47;39.14;1085.72;-6.47;65.47;1171.53;0.18;0.25;4.46;262.19;261.40;262.59;0.128;0.596;0.926;Climatiseur1
2019-08-03T13:37:16.495Z;-6.39;38.24;1081.12;-6.39;64.49;1165.74;0.17;0.25;4.46;262.55;261.38;261.35;0.132;0.589;0.927;Climatiseur1
2019-08-03T13:37:18.551Z;-6.82;37.59;1080.64;-6.82;71.39;1167.29;0.19;0.27;4.46;262.16;262.68;261.46;0.120;0.518;0.925;Climatiseur1
2019-08-03T13:37:20.605Z;-7.36;36.70;1088.56;-7.36;65.10;1175.06;0.18;0.25;4.48;260.75;262.37;262.25;0.149;0.553;0.926;Climatiseur1
2019-08-03T13:37:22.659Z;-5.84;36.57;1097.44;-5.84;62.91;1182.21;0.16;0.24;4.50;261.85;261.00;262.71;0.117;0.572;0.928;Climatiseur1
2019-08-03T13:37:24.713Z;-3.91;38.48;1083.17;-3.91;66.55;1171.03;0.18;0.25;4.48;262.55;261.40;261.42;0.065;0.571;0.925;Climatiseur1
2019-08-03T13:37:26.767Z;-2.17;40.41;1086.58;-2.17;66.78;1173.40;0.18;0.25;4.49;261.74;262.70;261.31;0.042;0.599;0.926;Climatiseur1
2019-08-03T13:37:28.823Z;-5.37;36.30;1096.27;-5.37;61.08;1182.73;0.18;0.23;4.51;261.20;262.19;262.48;0.106;0.589;0.927;Climatiseur1
2019-08-03T13:37:30.877Z;-6.30;38.16;1097.16;-6.30;64.41;1182.51;0.18;0.25;4.50;261.63;261.16;262.62;0.129;0.590;0.928;Climatiseur1
2019-08-03T13:37:32.932Z;-7.35;37.64;1093.12;-7.35;64.38;1177.62;0.18;0.25;4.49;262.72;261.55;262.08;0.146;0.575;0.928;Climatiseur1
2019-08-03T13:37:34.986Z;-3.30;41.65;1081.38;-3.30;63.98;1168.73;0.18;0.24;4.48;262.43;262.50;261.07;0.065;0.641;0.925;Climatiseur1
2019-08-03T13:37:37.041Z;-6.18;38.75;1083.79;-6.18;63.28;1170.78;0.19;0.24;4.47;261.54;262.99;261.63;0.121;0.601;0.925;Climatiseur1
2019-08-03T13:37:39.095Z;-9.38;38.71;1094.84;-9.38;64.67;1180.90;0.21;0.25;4.50;261.34;262.11;262.54;0.167;0.588;0.926;Climatiseur1
2019-08-03T13:37:41.151Z;-5.23;39.60;1102.67;-5.23;67.92;1186.98;0.18;0.26;4.53;262.10;261.28;262.30;0.106;0.574;0.928;Climatiseur1
2019-08-03T13:37:43.205Z;-5.57;38.72;1092.69;-5.57;67.76;1177.25;0.18;0.26;4.50;262.72;261.50;261.64;0.103;0.561;0.928;Climatiseur1
2019-08-03T13:37:45.261Z;-2.80;38.42;1083.00;-2.80;69.56;1169.70;0.20;0.26;4.48;261.98;262.57;260.93;0.038;0.546;0.926;Climatiseur1
2019-08-03T13:37:47.315Z;-8.07;37.56;1094.78;-8.07;73.85;1179.68;0.17;0.28;4.50;260.97;262.65;262.15;0.180;0.501;0.927;Climatiseur1
2019-08-03T13:37:49.370Z;-3.33;34.09;1099.39;-3.33;62.50;1185.78;0.19;0.24;4.52;261.33;261.22;262.63;0.062;0.544;0.927;Climatiseur1
2019-08-03T13:37:51.425Z;-9.09;31.91;1090.12;-9.09;69.06;1175.61;0.20;0.26;4.49;262.98;261.38;261.58;0.169;0.449;0.927;Climatiseur1
2019-08-03T13:37:53.480Z;-8.62;40.28;1081.84;-8.62;65.45;1170.36;0.18;0.25;4.49;261.79;261.98;260.76;0.167;0.611;0.924;Climatiseur1
2019-08-03T13:37:55.534Z;-5.47;39.15;1098.98;-5.47;65.75;1184.65;0.16;0.25;4.52;261.53;262.89;261.98;0.116;0.593;0.927;Climatiseur1
2019-08-03T13:37:57.590Z;-4.92;38.49;1108.61;-4.92;67.57;1192.55;0.20;0.26;4.54;261.32;261.76;262.54;0.077;0.562;0.929;Climatiseur1
2019-08-03T13:37:59.645Z;-6.52;38.45;1104.69;-6.52;63.79;1190.45;0.17;0.24;4.54;262.44;261.03;262.34;0.136;0.596;0.927;Climatiseur1
2019-08-03T13:38:01.698Z;-7.50;36.84;1096.78;-7.50;61.99;1183.02;0.18;0.24;4.53;262.71;261.85;261.05;0.147;0.581;0.926;Climatiseur1
2019-08-03T13:38:03.752Z;-7.41;36.33;1102.54;-7.41;65.71;1189.12;0.19;0.25;4.55;261.15;262.77;261.31;0.138;0.548;0.927;Climatiseur1
2019-08-03T13:38:05.807Z;-6.16;38.15;1108.48;-6.16;62.79;1192.99;0.18;0.24;4.55;261.23;261.78;262.45;0.125;0.605;0.929;Climatiseur1
2019-08-03T13:38:07.861Z;-6.11;40.44;1106.22;-6.11;71.70;1191.93;0.17;0.27;4.55;262.23;261.20;262.19;0.137;0.558;0.928;Climatiseur1
2019-08-03T13:38:09.916Z;-4.56;37.82;1097.16;-4.56;65.43;1184.68;0.17;0.25;4.53;262.77;262.04;261.31;0.090;0.566;0.926;Climatiseur1
2019-08-03T13:38:11.970Z;-7.66;38.41;1092.62;-7.66;65.40;1180.67;0.21;0.25;4.52;262.38;262.73;261.06;0.127;0.581;0.925;Climatiseur1
2019-08-03T13:38:14.025Z;-9.50;40.82;1101.15;-9.50;70.81;1185.83;0.19;0.27;4.53;261.43;262.80;261.89;0.180;0.565;0.928;Climatiseur1
2019-08-03T13:38:16.080Z;-7.63;33.35;1109.55;-7.63;63.20;1195.73;0.17;0.24;4.56;261.05;261.74;262.39;0.162;0.522;0.927;Climatiseur1
2019-08-03T13:38:18.134Z;-8.17;39.54;1108.61;-8.17;66.93;1193.80;0.22;0.26;4.55;261.76;260.98;262.44;0.140;0.583;0.928;Climatiseur1
2019-08-03T13:38:20.189Z;-4.23;39.24;1100.87;-4.23;65.27;1188.02;0.17;0.25;4.54;262.58;261.33;261.75;0.090;0.598;0.926;Climatiseur1
2019-08-03T13:38:22.244Z;-2.71;38.51;1104.38;-2.71;64.79;1189.83;0.17;0.25;4.56;262.58;261.67;261.20;0.044;0.587;0.928;Climatiseur1
