date;RealP1;RealP2;RealP3;AppP1;AppP2;AppP3;Irms1;Irms2;Irms3;Vrms1;Vrms2;Vrms3;PowerF1;PowerF2;PowerF3;Appareil
2019-08-02T16:41:21.518Z;-0.98;33.63;15.91;-0.98;64.67;85.06;0.17;0.25;0.32;262.22;261.16;262.44;0.000;0.510;0.176;Cafetière
2019-08-02T16:41:23.570Z;-2.87;41.41;13.84;-2.87;66.04;85.76;0.19;0.25;0.33;261.52;262.43;261.82;0.039;0.621;0.152;Cafetière
2019-08-02T16:41:25.623Z;-0.28;42.95;13.21;-0.28;85.55;89.84;0.17;0.33;0.34;262.15;260.99;262.34;0.000;0.491;0.145;Cafetière
2019-08-02T16:41:27.675Z;-0.37;40.84;13.67;-0.37;75.78;84.96;0.15;0.29;0.33;261.11;262.60;261.43;0.000;0.528;0.153;Cafetière
2019-08-02T16:41:29.728Z;-4.68;40.58;13.70;-4.68;70.35;89.85;0.19;0.27;0.34;262.15;261.29;262.20;0.080;0.569;0.145;Cafetière
2019-08-02T16:41:31.781Z;-0.56;39.65;14.46;-0.56;67.04;87.30;0.17;0.26;0.33;261.67;262.31;261.34;0.000;0.582;0.160;Cafetière
2019-08-02T16:41:33.833Z;-0.33;40.32;15.58;-0.33;67.62;87.40;0.17;0.26;0.33;262.14;261.33;262.48;0.000;0.592;0.172;Cafetière
2019-08-02T16:41:35.886Z;0.54;37.69;11.35;0.54;70.10;88.19;0.19;0.27;0.34;262.26;262.16;260.98;0.000;0.528;0.125;Cafetière
2019-08-02T16:41:37.938Z;0.03;40.23;16.10;0.03;68.06;89.25;0.16;0.26;0.34;261.54;261.22;262.61;0.000;0.588;0.179;Cafetière
2019-08-02T16:41:39.992Z;-5.86;44.23;1167.17;-5.86;79.60;1184.33;0.17;0.30;4.54;261.19;261.89;260.97;0.115;0.553;0.985;Cafetière
2019-08-02T16:41:42.045Z;-6.20;39.58;1173.36;-6.20;72.18;1190.37;0.17;0.28;4.54;261.10;261.76;261.95;0.133;0.540;0.985;Cafetière
2019-08-02T16:41:44.100Z;-7.84;44.03;1171.59;-7.84;72.09;1189.11;0.18;0.28;4.54;262.07;260.46;262.05;0.147;0.610;0.985;Cafetière
2019-08-02T16:41:46.154Z;-7.23;45.92;1157.14;-7.23;75.44;1174.36;0.17;0.29;4.51;261.52;261.55;260.56;0.154;0.596;0.985;Cafetière
2019-08-02T16:41:48.207Z;-8.44;45.04;1167.90;-8.44;74.46;1184.90;0.17;0.28;4.53;260.69;262.17;261.81;0.178;0.604;0.985;Cafetière
2019-08-02T16:41:50.261Z;-3.77;42.86;1171.05;-3.77;76.64;1188.67;0.17;0.29;4.54;261.91;261.01;261.98;0.068;0.548;0.985;Cafetière
2019-08-02T16:41:52.316Z;-4.06;41.73;1153.93;-4.06;69.95;1171.36;0.17;0.27;4.49;261.58;261.60;261.03;0.088;0.586;0.984;Cafetière
2019-08-02T16:41:54.370Z;-7.23;41.96;1166.48;-7.23;72.53;1183.81;0.17;0.28;4.52;260.63;261.74;261.89;0.163;0.565;0.985;Cafetière
2019-08-02T16:41:56.424Z;-6.13;41.21;1160.90;-6.13;74.19;1178.05;0.17;0.28;4.50;262.05;260.59;261.51;0.137;0.553;0.985;Cafetière
2019-08-02T16:41:58.477Z;-3.97;34.82;1158.40;-3.97;64.29;1175.30;0.19;0.25;4.50;261.18;262.01;261.09;0.060;0.529;0.985;Cafetière
2019-08-02T16:42:00.534Z;-8.51;35.06;1166.25;-8.51;71.11;1183.22;0.19;0.27;4.51;261.12;260.64;262.21;0.158;0.492;0.985;Cafetière
2019-08-02T16:42:02.588Z;-7.30;33.20;1157.41;-7.30;61.20;1174.22;0.18;0.23;4.50;262.23;261.35;261.19;0.148;0.539;0.985;Cafetière
2019-08-02T16:42:04.638Z;-9.55;39.33;1155.93;-9.55;141.25;1173.19;0.19;0.54;4.49;260.85;261.82;261.47;0.182;0.276;0.984;Cafetière
2019-08-02T16:42:06.692Z;-2.71;44.88;1159.18;-2.71;72.61;1176.18;0.20;0.28;4.50;261.96;260.92;261.29;0.039;0.606;0.985;Cafetière
2019-08-02T16:42:08.747Z;-10.03;47.37;1147.68;-10.03;74.56;1164.90;0.22;0.28;4.47;261.88;261.93;260.75;0.171;0.630;0.985;Cafetière
2019-08-02T16:42:10.801Z;-6.50;43.21;1159.43;-6.50;75.62;1176.54;0.23;0.29;4.49;260.96;261.99;262.00;0.101;0.569;0.985;Cafetière
2019-08-02T16:42:12.855Z;-4.98;39.53;1160.24;-4.98;70.33;1176.36;0.18;0.27;4.50;261.77;260.71;261.56;0.083;0.555;0.986;Cafetière
2019-08-02T16:42:14.908Z;-5.79;45.80;1152.84;-5.79;75.44;1169.82;0.14;0.29;4.49;261.48;262.44;260.34;0.140;0.597;0.985;Cafetière
2019-08-02T16:42:16.963Z;-10.69;46.02;1165.98;-10.69;74.78;1183.34;0.18;0.29;4.51;260.75;261.54;262.14;0.213;0.615;0.984;Cafetière
2019-08-02T16:42:19.017Z;-4.65;42.78;1155.65;-4.65;73.19;1172.62;0.17;0.28;4.49;261.71;260.93;261.36;0.092;0.574;0.985;Cafetière
2019-08-02T16:42:21.071Z;-7.61;43.33;1153.61;-7.61;70.18;1171.20;0.16;0.27;4.49;261.06;261.98;261.01;0.168;0.613;0.984;Cafetière
2019-08-02T16:42:23.124Z;-8.59;45.51;1163.92;-8.59;72.90;1180.78;0.22;0.28;4.50;261.36;261.14;262.29;0.141;0.617;0.985;Cafetière
2019-08-02T16:42:25.179Z;-7.78;38.85;1148.28;-7.78;76.19;1166.38;0.18;0.29;4.48;262.17;260.92;260.30;0.149;0.499;0.984;Cafetière
2019-08-02T16:42:27.232Z;-8.30;41.70;1156.70;-8.30;69.13;1173.14;0.19;0.26;4.49;260.51;261.99;261.19;0.164;0.593;0.985;Cafetière
2019-08-02T16:42:29.286Z;-6.05;45.17;1160.50;-6.05;72.22;1177.28;0.18;0.28;4.49;261.74;260.47;262.02;0.126;0.623;0.985;Cafetière
2019-08-02T16:42:31.340Z;-8.21;41.81;1151.10;-8.21;71.63;1168.60;0.17;0.27;4.49;262.39;261.49;260.47;0.175;0.572;0.985;Cafetière
2019-08-02T16:42:33.394Z;-5.76;41.84;1160.34;-5.76;67.34;1177.45;0.20;0.26;4.50;260.78;261.44;261.75;0.098;0.609;0.985;Cafetière
2019-08-02T16:42:35.447Z;-8.40;40.51;1159.46;-8.40;73.80;1176.30;0.16;0.28;4.50;261.72;260.48;261.20;0.188;0.542;0.985;Cafetière
2019-08-02T16:42:37.501Z;-4.13;39.06;1149.15;-4.13;64.07;1166.09;0.16;0.24;4.47;261.23;261.67;260.66;0.098;0.609;0.985;Cafetière
2019-08-02T16:42:39.556Z;-6.35;29.47;1163.73;-6.35;54.81;1180.39;0.20;0.21;4.51;261.05;260.88;262.00;0.114;0.529;0.985;Cafetière
2019-08-02T16:42:41.610Z;-5.37;29.32;1156.24;-5.37;60.15;1173.25;0.16;0.23;4.50;261.61;260.62;260.71;0.121;0.482;0.985;Cafetière
2019-08-02T16:42:43.664Z;-4.51;33.76;1158.71;-4.51;65.40;1175.76;0.17;0.25;4.49;260.67;261.81;261.64;0.093;0.505;0.985;Cafetière
2019-08-02T16:42:45.718Z;-5.27;35.94;1162.35;-5.27;66.53;1179.49;0.19;0.26;4.50;261.57;260.06;262.03;0.099;0.526;0.985;Cafetière
2019-08-02T16:42:47.771Z;-5.61;34.75;1152.11;-5.61;64.61;1169.65;0.19;0.25;4.49;261.75;261.16;260.46;0.103;0.526;0.985;Cafetière
2019-08-02T16:42:49.826Z;-4.27;36.48;1156.98;-4.27;69.10;1173.79;0.19;0.26;4.49;260.58;261.92;261.29;0.083;0.521;0.985;Cafetière
2019-08-02T16:42:51.880Z;-4.48;40.79;1163.51;-4.48;68.01;1180.98;0.20;0.26;4.51;261.73;260.39;261.85;0.077;0.588;0.985;Cafetière
2019-08-02T16:42:53.934Z;-3.65;37.34;1148.85;-3.65;63.96;1165.59;0.19;0.24;4.47;261.71;261.57;260.67;0.062;0.578;0.985;Cafetière
2019-08-02T16:42:55.988Z;-5.31;34.30;1154.87;-5.31;67.04;1172.46;0.17;0.26;4.49;260.47;261.71;261.26;0.112;0.507;0.984;Cafetière
2019-08-02T16:42:58.042Z;-6.99;38.25;1167.30;-6.99;62.59;1184.79;0.18;0.24;4.52;261.21;260.82;261.94;0.128;0.607;0.985;Cafetière
2019-08-02T16:43:00.095Z;-5.02;29.75;1154.13;-5.02;60.51;1171.64;0.16;0.23;4.49;262.02;261.03;261.17;0.116;0.479;0.985;Cafetière
2019-08-02T16:43:02.150Z;-4.78;38.43;1155.99;-4.78;68.32;1173.11;0.19;0.26;4.49;261.16;261.99;261.06;0.081;0.556;0.985;Cafetière
2019-08-02T16:43:04.203Z;-6.52;40.21;1164.55;-6.52;71.46;1181.88;0.15;0.27;4.51;261.06;260.99;261.95;0.149;0.560;0.985;Cafetière
2019-08-02T16:43:06.258Z;-4.38;36.25;1152.21;-4.38;67.60;1169.49;0.19;0.26;4.49;262.09;261.31;260.58;0.079;0.533;0.985;Cafetière
2019-08-02T16:43:08.311Z;-9.19;45.28;1159.68;-9.19;70.67;1177.53;0.19;0.27;4.51;261.09;262.02;261.21;0.182;0.637;0.984;Cafetière
2019-08-02T16:43:10.366Z;-4.11;42.16;1163.24;-4.11;74.66;1179.71;0.16;0.29;4.50;260.99;260.54;262.09;0.096;0.563;0.986;Cafetière
2019-08-02T16:43:12.420Z;-7.20;37.15;1150.48;-7.20;66.77;1167.17;0.19;0.26;4.48;261.90;261.07;260.45;0.139;0.554;0.985;Cafetière
2019-08-02T16:43:14.474Z;-9.08;46.45;1155.83;-9.08;73.66;1172.91;0.19;0.28;4.49;260.62;261.77;261.09;0.184;0.624;0.985;Cafetière
2019-08-02T16:43:16.528Z;-9.06;44.68;1162.42;-9.06;70.38;1179.39;0.20;0.27;4.51;261.33;260.67;261.60;0.174;0.625;0.985;Cafetière
2019-08-02T16:43:18.582Z;-6.02;40.27;1147.22;-6.02;67.34;1164.03;0.19;0.26;4.47;261.59;261.13;260.44;0.124;0.594;0.985;Cafetière
2019-08-02T16:43:20.636Z;-4.68;37.65;1158.59;-4.68;69.66;1176.07;0.19;0.27;4.49;260.42;261.97;261.75;0.083;0.531;0.985;Cafetière
2019-08-02T16:43:22.690Z;-6.02;45.60;1162.18;-6.02;70.08;1179.41;0.15;0.27;4.50;261.42;260.27;261.93;0.149;0.642;0.985;Cafetière
2019-08-02T16:43:24.744Z;-5.56;45.16;1151.94;-5.56;74.79;1169.32;0.19;0.29;4.48;261.78;261.53;260.72;0.098;0.602;0.984;Cafetière
2019-08-02T16:43:26.798Z;-11.14;41.86;1163.08;-11.14;74.40;1179.92;0.19;0.28;4.51;260.48;261.79;261.63;0.224;0.551;0.986;Cafetière
2019-08-02T16:43:28.853Z;-2.22;39.27;1162.71;-2.22;73.47;1179.29;0.19;0.28;4.50;261.20;260.36;261.88;0.041;0.531;0.985;Cafetière
2019-08-02T16:43:30.906Z;-3.93;40.34;1151.06;-3.93;70.99;1168.34;0.18;0.27;4.48;261.68;261.26;260.55;0.063;0.563;0.985;Cafetière
2019-08-02T16:43:32.961Z;-4.52;41.69;1161.99;-4.52;69.37;1178.77;0.17;0.27;4.50;260.90;261.52;261.80;0.089;0.591;0.985;Cafetière
2019-08-02T16:43:35.014Z;-6.68;45.99;1160.45;-6.68;75.52;1177.73;0.19;0.29;4.50;261.78;260.92;261.69;0.122;0.596;0.985;Cafetière
2019-08-02T16:43:37.068Z;-3.65;39.71;1151.97;-3.65;69.52;1168.86;0.17;0.27;4.49;261.12;261.74;260.32;0.066;0.561;0.985;Cafetière
2019-08-02T16:43:39.122Z;-5.03;45.47;1165.75;-5.03;73.03;1182.94;0.17;0.28;4.52;260.54;261.49;261.95;0.110;0.616;0.985;Cafetière
2019-08-02T16:43:41.177Z;-12.25;43.83;1158.20;-12.25;70.30;1175.38;0.20;0.27;4.50;262.20;261.11;261.07;0.225;0.612;0.985;Cafetière
2019-08-02T16:43:43.230Z;-5.54;45.09;1150.26;-5.54;72.36;1167.12;0.17;0.28;4.48;261.19;262.14;260.76;0.114;0.622;0.985;Cafetière
2019-08-02T16:43:45.284Z;-7.92;39.28;1167.40;-7.92;69.75;1184.24;0.18;0.27;4.52;260.82;260.75;261.95;0.153;0.559;0.985;Cafetière
2019-08-02T16:43:47.338Z;-5.69;40.67;1153.06;-5.69;71.00;1170.34;0.18;0.27;4.48;262.33;260.74;261.12;0.107;0.563;0.985;Cafetière
2019-08-02T16:43:49.392Z;-6.30;48.50;1155.89;-6.30;74.40;1172.49;0.17;0.28;4.49;260.36;261.68;261.05;0.135;0.645;0.985;Cafetière
2019-08-02T16:43:51.447Z;-4.55;43.41;1158.62;-4.55;73.60;1174.83;0.16;0.28;4.49;261.34;260.65;261.60;0.097;0.584;0.986;Cafetière
2019-08-02T16:43:53.500Z;-4.18;43.75;1153.10;-4.18;78.50;1169.60;0.16;0.30;4.49;261.85;262.09;260.71;0.094;0.548;0.986;Cafetière
2019-08-02T16:43:55.554Z;-3.62;42.26;1163.92;-3.62;74.63;1180.91;0.15;0.29;4.51;260.83;261.60;261.74;0.078;0.563;0.985;Cafetière
2019-08-02T16:43:57.609Z;-3.39;42.53;1154.16;-3.39;70.94;1171.07;0.17;0.27;4.48;262.14;260.88;261.12;0.066;0.592;0.985;Cafetière
2019-08-02T16:43:59.663Z;-4.53;44.00;1153.21;-4.53;69.92;1170.11;0.17;0.27;4.49;261.26;261.93;260.72;0.089;0.629;0.985;Cafetière
2019-08-02T16:44:01.716Z;-8.20;42.55;1164.36;-8.20;72.84;1181.09;0.20;0.28;4.51;260.67;261.67;261.98;0.153;0.577;0.986;Cafetière
2019-08-02T16:44:03.770Z;-7.30;40.57;1153.16;-7.30;68.24;1169.95;0.20;0.26;4.48;261.92;260.84;260.94;0.133;0.586;0.986;Cafetière
2019-08-02T16:44:05.824Z;-4.25;42.25;1153.36;-4.25;72.68;1170.59;0.17;0.28;4.49;261.03;261.86;260.81;0.088;0.578;0.985;Cafetière
2019-08-02T16:44:07.878Z;-6.98;41.79;1161.57;-6.98;72.01;1178.69;0.19;0.28;4.50;260.94;260.83;262.18;0.119;0.569;0.985;Cafetière
2019-08-02T16:44:09.936Z;-10.87;35.92;1152.31;-10.87;62.34;1169.02;0.21;0.24;4.48;262.07;260.82;260.85;0.183;0.561;0.985;Cafetière
2019-08-02T16:44:11.986Z;-6.14;35.69;1157.56;-6.14;58.85;1175.27;0.19;0.22;4.50;260.98;262.09;261.41;0.122;0.595;0.984;Cafetière
2019-08-02T16:44:14.040Z;-9.16;33.67;1159.68;-9.16;61.37;1177.05;0.19;0.24;4.49;261.71;260.42;261.88;0.178;0.538;0.985;Cafetière
2019-08-02T16:44:16.094Z;-9.78;33.13;1156.35;-9.78;60.64;1173.12;0.22;0.23;4.49;261.26;262.26;261.16;0.158;0.544;0.985;Cafetière
2019-08-02T16:44:18.147Z;-7.45;31.21;1166.44;-7.45;72.00;1183.94;0.17;0.28;4.52;261.08;260.46;262.22;0.158;0.431;0.985;Cafetière
2019-08-02T16:44:20.205Z;-3.93;34.93;1148.80;-3.93;61.88;1165.67;0.17;0.24;4.47;261.20;261.29;260.65;0.067;0.549;0.985;Cafetière
2019-08-02T16:44:22.256Z;-4.46;36.61;1162.28;-4.46;60.94;1180.15;0.19;0.23;4.51;260.59;261.02;261.87;0.080;0.591;0.985;Cafetière
2019-08-02T16:44:24.310Z;-6.01;35.87;1160.49;-6.01;61.28;1177.61;0.16;0.23;4.51;261.92;260.88;261.27;0.142;0.571;0.985;Cafetière
2019-08-02T16:44:26.365Z;-9.36;36.52;1155.49;-9.36;86.26;1172.86;0.20;0.33;4.50;260.91;261.99;260.90;0.173;0.417;0.985;Cafetière
2019-08-02T16:44:28.417Z;-3.82;34.67;1163.31;-3.82;66.63;1180.68;0.18;0.26;4.51;260.92;260.69;261.89;0.064;0.510;0.985;Cafetière
2019-08-02T16:44:30.469Z;-9.48;37.12;1152.13;-9.48;68.25;1169.41;0.21;0.26;4.48;262.04;261.88;260.98;0.160;0.542;0.985;Cafetière
2019-08-02T16:44:32.523Z;-3.76;39.37;1164.43;-3.76;66.76;1181.13;0.19;0.26;4.51;260.74;261.76;262.06;0.061;0.584;0.986;Cafetière
2019-08-02T16:44:34.577Z;-4.99;33.31;1154.34;-4.99;58.94;1171.60;0.17;0.23;4.48;261.84;260.94;261.30;0.088;0.560;0.985;Cafetière
2019-08-02T16:44:36.631Z;-4.52;35.98;1148.90;-4.52;66.59;1165.76;0.18;0.25;4.47;261.06;262.34;260.95;0.086;0.526;0.985;Cafetière
2019-08-02T16:44:38.684Z;-4.46;38.40;1164.61;-4.46;73.38;1181.75;0.17;0.28;4.50;261.40;261.37;262.39;0.091;0.518;0.985;Cafetière
2019-08-02T16:44:40.738Z;-5.18;34.13;1154.36;-5.18;59.23;1171.24;0.17;0.23;4.49;262.10;260.97;261.11;0.112;0.574;0.985;Cafetière
2019-08-02T16:44:42.793Z;-2.79;33.26;1149.98;-2.79;60.39;1168.17;0.18;0.23;4.48;261.58;262.05;260.63;0.042;0.546;0.984;Cafetière
2019-08-02T16:44:44.849Z;-6.92;32.88;1162.96;-6.92;67.21;1179.72;0.19;0.26;4.50;260.64;261.80;262.17;0.119;0.476;0.985;Cafetière
2019-08-02T16:44:46.904Z;-4.25;38.20;1158.25;-4.25;65.61;1174.59;0.16;0.25;4.49;261.68;260.88;261.45;0.093;0.579;0.986;Cafetière
2019-08-02T16:44:48.959Z;-1.61;39.21;1151.16;-1.61;69.23;1168.75;0.18;0.26;4.48;261.59;262.43;261.00;0.022;0.563;0.985;Cafetière
2019-08-02T16:44:51.012Z;-7.66;34.00;1162.28;-7.66;63.24;1179.55;0.17;0.24;4.51;260.75;261.83;261.68;0.155;0.538;0.985;Cafetière
2019-08-02T16:44:53.066Z;-8.93;31.31;1154.29;-8.93;61.71;1171.74;0.17;0.24;4.49;262.06;261.10;261.03;0.184;0.502;0.985;Cafetière
2019-08-02T16:44:55.119Z;-6.13;38.94;1153.89;-6.13;69.24;1170.84;0.18;0.26;4.49;260.78;262.25;260.59;0.125;0.549;0.985;Cafetière
2019-08-02T16:44:57.169Z;-4.85;37.62;1161.68;-4.85;61.82;1178.45;0.14;0.24;4.50;262.27;260.78;262.13;0.107;0.599;0.985;Cafetière
2019-08-02T16:44:59.223Z;-6.66;35.94;1149.98;-6.66;67.10;1166.75;0.18;0.26;4.48;261.84;261.59;260.28;0.126;0.522;0.985;Cafetière
2019-08-02T16:45:01.281Z;-5.66;36.36;1156.00;-5.66;62.85;1173.73;0.19;0.24;4.49;260.67;261.78;261.42;0.102;0.573;0.984;Cafetière
2019-08-02T16:45:03.331Z;-6.60;33.67;1167.25;-6.60;60.70;1184.68;0.16;0.23;4.52;262.13;261.06;262.21;0.140;0.544;0.985;Cafetière
2019-08-02T16:45:05.385Z;-5.00;38.09;1152.26;-5.00;66.96;1169.28;0.21;0.26;4.48;261.82;262.24;261.07;0.072;0.567;0.985;Cafetière
2019-08-02T16:45:07.438Z;-6.33;32.91;1161.92;-6.33;64.50;1178.78;0.19;0.25;4.50;260.83;261.37;261.97;0.121;0.496;0.985;Cafetière
2019-08-02T16:45:09.492Z;-7.69;39.70;1154.69;-7.69;67.99;1172.79;0.18;0.26;4.49;262.06;260.53;261.32;0.147;0.574;0.984;Cafetière
2019-08-02T16:45:11.547Z;-6.57;34.25;1152.48;-6.57;64.21;1170.15;0.21;0.25;4.49;261.40;262.04;260.74;0.110;0.529;0.984;Cafetière
2019-08-02T16:45:13.600Z;-9.51;33.96;1160.28;-9.51;68.68;1176.42;0.20;0.26;4.49;261.52;260.99;261.95;0.170;0.480;0.986;Cafetière
2019-08-02T16:45:15.653Z;-8.45;36.68;1149.33;-8.45;62.58;1166.03;0.17;0.24;4.48;261.43;261.56;260.55;0.176;0.575;0.985;Cafetière
2019-08-02T16:45:17.707Z;-6.64;35.71;1164.54;-6.64;61.26;1182.07;0.18;0.23;4.50;260.43;261.84;262.40;0.126;0.571;0.985;Cafetière
2019-08-02T16:45:19.762Z;-9.50;35.91;1158.34;-9.50;65.82;1175.56;0.20;0.25;4.50;261.93;260.54;261.42;0.170;0.532;0.985;Cafetière
2019-08-02T16:45:21.816Z;-7.00;38.69;1151.81;-7.00;65.13;1169.46;0.17;0.25;4.49;261.34;261.63;260.70;0.137;0.583;0.984;Cafetière
2019-08-02T16:45:23.869Z;-6.39;34.71;1163.35;-6.39;63.22;1180.43;0.18;0.24;4.50;260.87;261.48;262.32;0.129;0.538;0.985;Cafetière
2019-08-02T16:45:25.924Z;-9.39;38.35;1154.31;-9.39;75.25;1171.25;0.23;0.29;4.48;262.34;261.12;261.22;0.146;0.505;0.985;Cafetière
2019-08-02T16:45:27.978Z;-3.71;37.62;1151.28;-3.71;65.05;1168.51;0.19;0.25;4.47;261.30;262.31;261.21;0.062;0.569;0.985;Cafetière
2019-08-02T16:45:52.626Z;-3.89;38.81;1150.64;-3.89;67.64;1167.89;0.16;0.26;4.47;260.95;262.16;261.09;0.070;0.562;0.985;Cafetière
2019-08-02T16:45:54.680Z;-2.56;35.77;1165.37;-2.56;62.39;1182.61;0.18;0.24;4.51;260.89;262.03;262.05;0.043;0.561;0.985;Cafetière
2019-08-02T16:45:56.734Z;-5.68;38.60;1158.96;-5.68;70.96;1175.68;0.17;0.27;4.50;261.84;260.56;261.43;0.116;0.536;0.985;Cafetière
2019-08-02T16:45:58.788Z;-3.71;35.19;1149.54;-3.71;65.94;1167.07;0.17;0.25;4.48;261.82;261.66;260.63;0.066;0.531;0.985;Cafetière
2019-08-02T16:46:00.842Z;-3.80;33.76;1159.88;-3.80;68.36;1178.14;0.20;0.26;4.49;261.27;261.92;262.40;0.058;0.483;0.984;Cafetière
2019-08-02T16:46:02.895Z;-5.10;39.10;1160.26;-5.10;59.85;1177.38;0.14;0.23;4.49;262.28;261.01;261.99;0.134;0.652;0.985;Cafetière
2019-08-02T16:46:04.949Z;-3.98;38.04;1154.74;-3.98;66.07;1171.68;0.16;0.25;4.49;262.23;261.59;260.89;0.073;0.575;0.985;Cafetière
2019-08-02T16:46:07.002Z;-3.60;38.41;1159.58;-3.60;65.54;1176.81;0.18;0.25;4.50;260.59;262.24;261.57;0.065;0.580;0.985;Cafetière
2019-08-02T16:46:09.057Z;-11.03;36.49;1166.51;-11.03;65.01;1184.00;0.24;0.25;4.52;261.59;260.87;262.13;0.177;0.554;0.985;Cafetière
2019-08-02T16:46:11.110Z;-6.81;34.93;1152.99;-6.81;61.69;1169.65;0.16;0.24;4.49;262.07;260.94;260.72;0.141;0.551;0.985;Cafetière
2019-08-02T16:46:13.163Z;-2.12;37.26;1156.10;-2.12;66.52;1173.16;0.20;0.25;4.48;261.20;262.13;261.81;0.038;0.556;0.985;Cafetière
2019-08-02T16:46:15.216Z;-5.05;38.76;1162.88;-5.05;61.75;1178.95;0.19;0.24;4.50;261.67;260.92;262.19;0.101;0.615;0.986;Cafetière
2019-08-02T16:46:17.270Z;-8.95;33.24;1149.93;-8.95;67.97;1167.09;0.20;0.26;4.47;261.98;261.40;261.18;0.152;0.486;0.985;Cafetière
2019-08-02T16:46:19.324Z;-6.08;37.09;1162.35;-6.08;62.11;1179.90;0.16;0.24;4.51;260.54;262.23;261.88;0.140;0.596;0.985;Cafetière
2019-08-02T16:46:21.377Z;-3.60;34.66;1162.15;-3.60;65.54;1178.72;0.18;0.25;4.50;261.55;260.55;262.04;0.063;0.519;0.986;Cafetière
2019-08-02T16:46:23.431Z;-6.22;38.08;1155.71;-6.22;68.05;1172.76;0.19;0.26;4.49;261.75;262.06;261.04;0.121;0.558;0.985;Cafetière
2019-08-02T16:46:25.485Z;-7.33;34.71;1160.01;-7.33;63.15;1177.80;0.18;0.24;4.49;260.51;262.02;262.15;0.152;0.538;0.985;Cafetière
2019-08-02T16:46:27.539Z;-3.30;34.81;1161.61;-3.30;65.01;1178.55;0.18;0.25;4.50;261.93;260.65;262.05;0.065;0.523;0.985;Cafetière
2019-08-02T16:46:29.592Z;-4.79;35.20;1151.07;-4.79;67.54;1168.60;0.14;0.26;4.48;261.67;261.76;260.78;0.110;0.518;0.985;Cafetière
2019-08-02T16:46:31.646Z;-3.37;37.83;1161.08;-3.37;66.13;1177.91;0.15;0.25;4.49;260.69;262.05;262.24;0.077;0.559;0.986;Cafetière
2019-08-02T16:46:33.700Z;-6.16;32.94;1166.38;-6.16;63.76;1183.05;0.17;0.24;4.52;261.52;260.90;261.83;0.132;0.502;0.986;Cafetière
2019-08-02T16:46:35.754Z;-7.87;32.63;1155.93;-7.87;66.78;1172.33;0.17;0.26;4.49;262.12;261.27;261.20;0.154;0.479;0.985;Cafetière
2019-08-02T16:46:37.808Z;-4.91;35.75;1155.47;-4.91;64.52;1172.92;0.18;0.25;4.49;261.21;262.32;261.41;0.083;0.543;0.985;Cafetière
2019-08-02T16:46:39.864Z;-8.14;36.87;1165.07;-8.14;62.26;1181.78;0.20;0.24;4.51;261.42;260.74;262.27;0.152;0.578;0.986;Cafetière
2019-08-02T16:46:41.920Z;-6.53;36.77;1152.61;-6.53;78.39;1169.09;0.17;0.30;4.48;262.28;261.11;260.99;0.138;0.459;0.985;Cafetière
2019-08-02T16:46:43.973Z;-8.21;35.21;1155.02;-8.21;61.15;1172.37;0.17;0.23;4.49;261.46;262.53;260.89;0.183;0.572;0.985;Cafetière
2019-08-02T16:46:46.023Z;-5.84;36.69;1167.41;-5.84;63.05;1185.13;0.18;0.24;4.52;261.20;260.88;262.44;0.108;0.571;0.985;Cafetière
2019-08-02T16:46:48.076Z;-2.68;34.51;17.25;-2.68;64.48;90.67;0.18;0.25;0.35;262.67;261.19;261.92;0.043;0.527;0.188;Cafetière
2019-08-02T16:46:50.128Z;0.69;34.05;12.13;0.69;66.29;87.01;0.20;0.25;0.33;261.43;262.71;262.16;0.000;0.513;0.138;Cafetière
2019-08-02T16:46:52.182Z;-2.79;34.52;15.39;-2.79;62.86;96.93;0.18;0.24;0.37;262.60;261.19;262.37;0.042;0.541;0.155;Cafetière
2019-08-02T16:46:54.235Z;-4.03;35.54;13.15;-4.03;63.95;86.84;0.18;0.24;0.33;261.24;262.69;261.48;0.083;0.547;0.150;Cafetière
2019-08-02T16:46:56.287Z;-3.89;31.28;15.84;-3.89;58.61;88.01;0.19;0.22;0.34;261.72;261.60;262.37;0.059;0.529;0.170;Cafetière
2019-08-02T16:46:58.338Z;-1.60;36.00;13.28;-1.60;64.99;85.16;0.15;0.25;0.33;262.10;262.87;261.99;0.025;0.554;0.153;Cafetière
2019-08-02T16:47:00.393Z;-4.40;36.73;11.63;-4.40;65.06;87.54;0.22;0.25;0.33;262.09;261.70;262.87;0.069;0.553;0.126;Cafetière
2019-08-02T16:47:02.446Z;1.78;34.51;17.87;1.78;65.68;86.99;0.19;0.25;0.33;262.76;262.02;261.39;0.020;0.518;0.195;Cafetière
2019-08-02T16:47:04.499Z;-4.74;32.78;13.00;-4.74;68.88;82.60;0.16;0.26;0.31;261.30;262.18;262.38;0.093;0.465;0.145;Cafetière
2019-08-02T16:47:06.551Z;-1.33;31.64;19.82;-1.33;57.86;88.11;0.17;0.22;0.34;262.91;261.48;261.80;0.022;0.536;0.216;Cafetière
2019-08-02T16:47:08.605Z;-1.37;37.95;1166.02;-1.37;67.12;1183.05;0.15;0.26;4.52;261.32;262.35;261.59;0.026;0.551;0.986;Cafetière
2019-08-02T16:47:10.656Z;-4.59;37.82;1175.15;-4.59;67.98;1191.99;0.19;0.26;4.54;261.64;260.98;262.56;0.082;0.544;0.986;Cafetière
